report_text,report_type,location,department,activity,life_saving_rule,barrier_failure,potential_consequence,sif_label
"A hand tool was found without its tether during routine workshop work, with no exposure reported. near the main work area",Near Miss,Bongaigaon Refinery,Drilling,Workshop Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
The operator used the designated PPE and completed the pre-job briefing before starting the task. near the main work area,Unsafe Act,Guwahati Depot,Maintenance,Routine Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
A warning sign was faded at the warehouse entrance but the access route remained controlled. near the main work area,Unsafe Condition,Lakwa Production,Logistics,Material Handling,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
Maintenance was carried out while the equipment was still energized and proper isolation was not confirmed. reported by the field supervisor,Unsafe Act,Duliajan Central,Logistics,Equipment Maintenance,Energy Isolation,Critical control not effective,Serious injury or fatality,SIF-Potential
A temporary scaffold at the work front had an unprotected edge and no inspected fall-arrest anchor. reported by the field supervisor,Unsafe Condition,Digboi Field,Process Safety,Working at Height,Work at Height,Critical control not effective,Serious injury or fatality,SIF-Potential
A suspended load shifted during crane lifting while personnel were inside the exclusion zone. reported by the field supervisor,Near Miss,Duliajan Central,Projects,Lifting Operations,Suspended Loads,Critical control not effective,Serious injury or fatality,SIF-Potential
Gas testing was not completed before entry into a vessel and the standby arrangement was missing. reported by the field supervisor,Incident,Jorhat Pipeline,Maintenance,Confined Space Entry,Confined Space,Critical control not effective,Serious injury or fatality,SIF-Potential
Good housekeeping was needed around a walkway; minor oil residue was observed near the pump. reported by the field supervisor,Unsafe Condition,Duliajan Central,Production,Routine Inspection,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
"A hand tool was found without its tether during routine workshop work, with no exposure reported. reported by the field supervisor",Near Miss,Lakwa Production,Process Safety,Workshop Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
The operator used the designated PPE and completed the pre-job briefing before starting the task. reported by the field supervisor,Unsafe Act,Guwahati Depot,Maintenance,Routine Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
A warning sign was faded at the warehouse entrance but the access route remained controlled. reported by the field supervisor,Unsafe Condition,Bongaigaon Refinery,Process Safety,Material Handling,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
Maintenance was carried out while the equipment was still energized and proper isolation was not confirmed. before handover,Unsafe Act,Duliajan Central,Projects,Equipment Maintenance,Energy Isolation,Critical control not effective,Serious injury or fatality,SIF-Potential
A temporary scaffold at the work front had an unprotected edge and no inspected fall-arrest anchor. before handover,Unsafe Condition,Digboi Field,Process Safety,Working at Height,Work at Height,Critical control not effective,Serious injury or fatality,SIF-Potential
A suspended load shifted during crane lifting while personnel were inside the exclusion zone. before handover,Near Miss,Digboi Field,Electrical,Lifting Operations,Suspended Loads,Critical control not effective,Serious injury or fatality,SIF-Potential
Gas testing was not completed before entry into a vessel and the standby arrangement was missing. before handover,Incident,Jorhat Pipeline,Projects,Confined Space Entry,Confined Space,Critical control not effective,Serious injury or fatality,SIF-Potential
Good housekeeping was needed around a walkway; minor oil residue was observed near the pump. before handover,Unsafe Condition,Guwahati Depot,Drilling,Routine Inspection,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
"A hand tool was found without its tether during routine workshop work, with no exposure reported. before handover",Near Miss,Numaligarh Terminal,Production,Workshop Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
The operator used the designated PPE and completed the pre-job briefing before starting the task. before handover,Unsafe Act,Duliajan Central,Maintenance,Routine Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
A warning sign was faded at the warehouse entrance but the access route remained controlled. before handover,Unsafe Condition,Lakwa Production,Electrical,Material Handling,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
Maintenance was carried out while the equipment was still energized and proper isolation was not confirmed. during the morning shift,Unsafe Act,Jorhat Pipeline,Process Safety,Equipment Maintenance,Energy Isolation,Critical control not effective,Serious injury or fatality,SIF-Potential
A temporary scaffold at the work front had an unprotected edge and no inspected fall-arrest anchor. during the morning shift,Unsafe Condition,Lakwa Production,Process Safety,Working at Height,Work at Height,Critical control not effective,Serious injury or fatality,SIF-Potential
A suspended load shifted during crane lifting while personnel were inside the exclusion zone. during the morning shift,Near Miss,Bongaigaon Refinery,Drilling,Lifting Operations,Suspended Loads,Critical control not effective,Serious injury or fatality,SIF-Potential
Gas testing was not completed before entry into a vessel and the standby arrangement was missing. during the morning shift,Incident,Bongaigaon Refinery,Projects,Confined Space Entry,Confined Space,Critical control not effective,Serious injury or fatality,SIF-Potential
Good housekeeping was needed around a walkway; minor oil residue was observed near the pump. during the morning shift,Unsafe Condition,Guwahati Depot,Logistics,Routine Inspection,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
"A hand tool was found without its tether during routine workshop work, with no exposure reported. during the morning shift",Near Miss,Jorhat Pipeline,Drilling,Workshop Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
The operator used the designated PPE and completed the pre-job briefing before starting the task. during the morning shift,Unsafe Act,Jorhat Pipeline,Process Safety,Routine Operations,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
A warning sign was faded at the warehouse entrance but the access route remained controlled. during the morning shift,Unsafe Condition,Duliajan Central,Production,Material Handling,Other,Minor control gap,Low-severity injury or property damage,Non-SIF-Potential
Maintenance was carried out while the equipment was still energized and proper isolation was not confirmed. during planned work,Unsafe Act,Numaligarh Terminal,Electrical,Equipment Maintenance,Energy Isolation,Critical control not effective,Serious injury or fatality,SIF-Potential
